,post_text,label
598,therapi boost teen risk depress ,Not Depressed
599,doubt particular diagnosi,Not Depressed
600,adhd real ,Not Depressed
601,ever felt sad sex,Not Depressed
602,sad sex ,Not Depressed
603,would see favorit celebr differ mental ill,Not Depressed
604,celebr diagnos mentalil ,Not Depressed
605,ever seen bruis arm may self harm,Not Depressed
606,emot abus self harm ,Not Depressed
607,troubl get teen,Not Depressed
608,get teen ,Not Depressed
609,ever mental health check mentalhealth,Not Depressed
610,free mental health check up librari mentalhealth ,Not Depressed
611,common bed wet household parent,Not Depressed
612,child wet bed ,Not Depressed
613,come across children abus,Not Depressed
614,effect verbal abus children ,Not Depressed
615,think gay convers method,Not Depressed
616,disturb gay convers method ,Not Depressed
617,everi visit someon rehab,Not Depressed
618,thing know go rehab addict ,Not Depressed
619,wit someon bulli religion,Not Depressed
620,kid wear turban bulli ,Not Depressed
621,know someon may depress,Not Depressed
622,depress suck ,Not Depressed
623,let go anger ,Not Depressed
624,help love one commit suicid ,Not Depressed
625,schizophrenia possibl combin disord ,Not Depressed
626,teen smoke less cigarett pot cannabi marijuana ,Not Depressed
627,worrier anxieti ,Not Depressed
628,link brain size  iq ,Not Depressed
629,emot abus harm ,Not Depressed
630,let go someon treat bad lettinggo reject ,Not Depressed
631,mind help quit smoke ,Not Depressed
632,chronic pain addict ,Not Depressed
633,support group parent children adhd ,Not Depressed
634,suicid african american commun ,Not Depressed
635,heroin use rise ,Not Depressed
636,child well disciplin ,Not Depressed
637,posit think improv mental health ,Not Depressed
638,bipolar spous surviv strategi ,Not Depressed
639,self compass well ,Not Depressed
640,know depress ,Not Depressed
641,option violent mental ill  youth iowa ,Not Depressed
642,kept get mental health servic ,Not Depressed
643,recogn sign anxieti ,Not Depressed
644,qualiti mental health servic ,Not Depressed
645,final heal depress ,Not Depressed
646,know patholog liar ,Not Depressed
647,way recharg batteri exahaust selfcar ,Not Depressed
648,violenc mental ill anger ,Not Depressed
649,ocd much neat ,Not Depressed
650,race breast cancer ,Not Depressed
651, gene unlock potenti treatment schizophrenia ,Not Depressed
652,anorexia link abus ,Not Depressed
653,depress pain ,Not Depressed
654,children  mental ill sometim abus ,Not Depressed
655,parent guid mental ill  parent ,Not Depressed
656,im mess  still get therapi ,Not Depressed
657,think child depress ,Not Depressed
658,counsel help anxieti ,Not Depressed
659, way stress less ,Not Depressed
660,mental ill south asian men ,Not Depressed
661,show respect mental ill ,Not Depressed
662, symptom depress ,Not Depressed
663,blame school shoot autism ,Not Depressed
664, state mind mind ,Not Depressed
665,older women still enjoy sex ,Not Depressed
666,earn back trust spous relationship,Not Depressed
667,self piti make other want around relationship,Not Depressed
668,differ way express love other relationship ,Not Depressed
669,fear intimaci commit relationship ,Not Depressed
670,lazi impact social life relationship,Not Depressed
671,hold onto resent help hurt relationship,Not Depressed
672,mood swing cost import relationship,Not Depressed
673,teach children discrimin accept differ parent,Not Depressed
674,spank doesnt make right spank other parent,Not Depressed
675,spank children teach violenc parent ,Not Depressed
676,know increas intimaci  partner relationship,Not Depressed
677,intimaci result commun relationship,Not Depressed
678,therapi effect treatment depress anxieti,Not Depressed
679,therapi effect treatment depress anxieti,Not Depressed
680,awar depress symptom ,Not Depressed
681,lost desir eat feel emot depress,Not Depressed
682,lost interest everyth use like depress,Not Depressed
683,lack energi get bed depress,Not Depressed
684,reliv traumat event happen counsel help ptsd ,Not Depressed
685,bad memori trigger particular person place thing ptsd,Not Depressed
686,often experi bad memori ptsd,Not Depressed
687,worri keep fall asleep everi night anxieti,Not Depressed
688,anyon express concern much worri anxieti ,Not Depressed
689,excess worri keep thing famili anxieti,Not Depressed
690,know excess worri symptom anxieti ,Not Depressed
691,keep marriag togeth ,Not Depressed
692,new theori anorexia ,Not Depressed
693,natur good mental health ,Not Depressed
694,scienc gratitud ,Not Depressed
695, qualiti enlighten person awar ,Not Depressed
696,healthi behavior postiv emot ,Not Depressed
697,empathi found facebook ,Not Depressed
698,adhd differ women ,Not Depressed
699,anxieti legitim ,Not Depressed
700,spiritu mean ,Not Depressed
701,mix alcohol medic alcohol,Not Depressed
702,feel regret due drunken behavior distant memori,Not Depressed
703,wake smell vomit soil sheet longer toler recoveri,Not Depressed
704,dizzi tired nauseous hung finish hangov,Not Depressed
705,smell like distilleri day work come end sobrieti,Not Depressed
706,put stop riski unprotect sex recoveri,Not Depressed
707,dont miss guilt kiss fondl behind other back infidel cheat,Not Depressed
708,fight flip tabl  misunderstand bar thing past,Not Depressed
709,bill longer pile put booz  procrastin,Not Depressed
710,anxious fear drive day drink bender anxieti,Not Depressed
711,argu front children famili member thing past argument,Not Depressed
712,longer worri go parti spous touchi feeli peopl jealous,Not Depressed
713,said goodby wake rememb last night blackout,Not Depressed
714,go give get meet aa,Not Depressed
715,know someon who life disrupt theyr hook internet porn addict,Not Depressed
716,free porn tempt addict ,Not Depressed
717,ever troubl connect other counsel,Not Depressed
718,opposit addict sobrieti ,Not Depressed
719,recogn food addict right front,Not Depressed
720,food addict vs eat addict ,Not Depressed
721,think habit becom addict,Not Depressed
722,habit becom addict ,Not Depressed
723,know medic marijuana  regul state,Not Depressed
724,california medic marijuana regul ,Not Depressed
725,know illicit drug sold commun,Not Depressed
726,addict everywher ,Not Depressed
727,experienc irrit anxious due access internet,Not Depressed
728,internet addict ,Not Depressed
729,mani peopl famili use heroin,Not Depressed
730,peopl get heroin ,Not Depressed
731,everi receiv ticket distract drive counsel,Not Depressed
732,internet use get way tend  normal daili respons,Not Depressed
733,internet addict fad ,Not Depressed
734,addict find puzzl,Not Depressed
735,like caus addict discov ,Not Depressed
736,seen harm effect crystal meth addict,Not Depressed
737,girl take crystal meth addict ,Not Depressed
738,client prefer  step program individu cbt session drug treatment,Not Depressed
739,model alcohol drug addict ,Not Depressed
740,watch someon take drink tv trigger crave alcohol addict,Not Depressed
741,trigger crave addict ,Not Depressed
742,ever seen someon tri medic mood swing crack alchohol,Not Depressed
743,bipolar drug addict ,Not Depressed
744,know arrest addict,Not Depressed
745,addict medic problem crimin one ,Not Depressed
746,know someon liter bet whole pay check gambl,Not Depressed
747,sometim unlik peopl addict substanc,Not Depressed
748,sander battl drug addict ,Not Depressed
749,ever use prescript medic incorrectli,Not Depressed
750,get addict prescript drug ,Not Depressed
751,concern someon know may addict,Not Depressed
752,addict ,Not Depressed
753,wit benefit medic marijuana,Not Depressed
754,medic benefit marijuana unclear ,Not Depressed
755,ever tri stop bad habit along addict,Not Depressed
756,heroin addict chang bad habit ,Not Depressed
757,desper fix problem addict,Not Depressed
758,cbt treat addict ,Not Depressed
759,miss work person conflict habit may problem addict,Not Depressed
760,love addict mean ,Not Depressed
761,spice daili grind counsel,Not Depressed
762,deal feel  minut emot ,Not Depressed
763,focu past,Not Depressed
764,work increas gratitud,Not Depressed
765,trick help reduc stress ,Not Depressed
766,gratitud work ,Not Depressed
767,live mental ill ,Not Depressed
768,could consist work goal,Not Depressed
769,anxieti drug link dementia death ,Not Depressed
770,find what hold back,Not Depressed
771,commun skill use right ,Not Depressed
772,what import memori,Not Depressed
773,hollywood asperg ,Not Depressed
774,would perfect life look like,Not Depressed
775,talk emot ,Not Depressed
776,practic gratitud impact life,Not Depressed
777,schizophrenia one child adolesc ,Not Depressed
778,happen use imagin kid,Not Depressed
779,mental issu may lead chronic pain teen ,Not Depressed
780,continu hide feel,Not Depressed
781,poor sleep may predict development problem children ,Not Depressed
782,awar intent,Not Depressed
783,keep child healthi ,Not Depressed
784,safeti concern home,Not Depressed
785,shouldnt need med feel better mentalil ,Not Depressed
786,violenc home,Not Depressed
787, sign mental health issu ,Not Depressed
788,commit phobia,Not Depressed
789,countri mental health impact ,Not Depressed
790,concern partner behavior,Not Depressed
791,rais mental strong child ,Not Depressed
792,dont share drink concern partner commnic,Not Depressed
793,fight equal mental physic health ,Not Depressed
794,singl long time relationship,Not Depressed
795,mental ill left behind mentalilln ,Not Depressed
796,think life chaotic counsel,Not Depressed
797,royal shine light mental health ,Not Depressed
798,peopl seriou recoveri,Not Depressed
799,parent childhood trauma ,Not Depressed
800,feel asham need help,Not Depressed
801,pregnant women mental health problem ,Not Depressed
802,turn doubt,Not Depressed
803,talk best therapi ,Not Depressed
804,keep open someon trust,Not Depressed
805,heroin foster care system ,Not Depressed
806,keep make healthi decis,Not Depressed
807,live schizophrenia ,Not Depressed
808,gift child,Not Depressed
809,problem gift children ,Not Depressed
810,handl divorc,Not Depressed
811,mantra divorc parti follow relationship ,Not Depressed
812,heard age relat declin age,Not Depressed
813,depress normal part age ,Not Depressed
814,friend understand mental health issu,Not Depressed
815,friend dont understand mental health relationship ,Not Depressed
816,know death caus ptsd symptom,Not Depressed
817,trauma stillbirth ,Not Depressed
818,realiz lie actual delus,Not Depressed
819,delus ,Not Depressed
820,would happen friend found your recoveri,Not Depressed
821,recov addict experi ,Not Depressed
822,ever notic cowork high job addict,Not Depressed
823,handl employe addict ,Not Depressed
824,would know spous narcissist,Not Depressed
825,fell love  narcissist ,Not Depressed
826,fell love  narcissist ,Not Depressed
827,mental ill impact life,Not Depressed
828,impact mental ill ,Not Depressed
829,commun spous,Not Depressed
830,partner cant read mind relationship ,Not Depressed
831,rememb daydream school,Not Depressed
832,teach kid daydream ,Not Depressed
833,tell feel anxiou oppos depress,Not Depressed
834,anxiou depress ,Not Depressed
835,long panic attack last,Not Depressed
836,ever assess mental ill,Not Depressed
837,brief mental health check up ,Not Depressed
838,know one diagnos dysthymia,Not Depressed
839,famou figur mental ill mentalil ,Not Depressed
840,ever discrimin,Not Depressed
841,racist ,Not Depressed
842,resent everi got best,Not Depressed
843,tackl feel resent ,Not Depressed
844,thought hypnosi,Not Depressed
845,hypnosi safe ,Not Depressed
846,everi distract voic head hallucin,Not Depressed
847,stop sleep light fear anxieti,Not Depressed
